Name,Points,Tags,Status,Pomos (25 mins),Do Date,Related To,Relates,Source,Created Time,Last edited time,Problem Statement,Day Completed,Pattern
Permutations II - LeetCode,,,waiting,,,,,https://leetcode.com/problems/permutations-ii/,"Jan 17, 2021 9:25 AM","May 20, 2021 9:56 AM",,,
Most Profit Assigning Work - LeetCode,,,waiting,,,,,https://leetcode.com/problems/most-profit-assigning-work/,"Jan 19, 2021 9:44 AM","May 20, 2021 9:56 AM",,,
Microsoft Interview (round 1) - Alien Dictionary - LeetCode Discuss,,,waiting,,,,,https://leetcode.com/discuss/interview-question/248131/microsoft-interview-round-1-alien-dictionary,"Jan 19, 2021 5:20 PM","May 20, 2021 9:56 AM",,,
Serialize and Deserialize Binary Tree - LeetCode,1700,microsoft,waiting,1,,,,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,"Jan 21, 2021 12:44 PM","May 23, 2021 8:53 AM",,,
Best Sum Any tree path,1500,,done,1,"Jan 23, 2021",,,,"Jan 23, 2021 2:29 PM","Mar 01, 2021 8:48 AM",,,"../DFS%20ba39c3dceb894d178f88767d81fa001a.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Reduce the string by removing K consecutive identical characters - GeeksforGeeks,,goldman sachs,waiting,,,,,https://www.geeksforgeeks.org/reduce-the-string-by-removing-k-consecutive-identical-characters/,"Jan 24, 2021 8:09 AM","May 20, 2021 9:56 AM",,,
Maximum Subarray Sum with One Deletion - Leetcode,1600,"goldman sachs, subarray",done,1,"Mar 08, 2021",,,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion/,"Jan 24, 2021 8:10 AM","Mar 15, 2021 8:06 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Subarray%20ef1d425ad64945bf849cd2e45d4ee4aa.md, ../Dp%2071e29475df134130a63445f5437e90ee.md, ../Cumulative%2073b8950eb0ab42228e72265c36aec690.md"
LRU Cache Implementation,1500,,ok,,"Jan 24, 2021",,,,"Jan 24, 2021 6:50 PM","May 11, 2021 8:58 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md"
Previous Permutation,1500,,done,,"Jan 29, 2021",https://www.notion.so/Next-Permutation-f72d658cad3e4c02bcd5e732650ec0c7,,https://www.geeksforgeeks.org/lexicographically-previous-permutation-in-c/,"Jan 24, 2021 7:10 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
C. Ball in Berland,1300,complementary,done,,"Jan 25, 2021",,,,"Jan 25, 2021 9:02 AM","Jan 25, 2021 9:08 AM",,,
D Cleaning the phone,1500,,done,,"Jan 25, 2021",https://www.notion.so/Minimum-cost-you-need-to-spend-to-get-required-value-5f8338589e4e403d8ba6a936f7184bba,,https://codeforces.com/contest/1475/problem/D,"Jan 25, 2021 10:20 AM","Mar 31, 2021 8:59 AM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
Minimum cost you need to spend to get required value,,own,waiting,,,,https://www.notion.so/D-Cleaning-the-phone-014fdd92baa1420c8b2f579f164277f8,,"Jan 25, 2021 11:29 AM","May 20, 2021 9:56 AM",,,
F. Unusual Matrix,1800,,ok,,"Jan 25, 2021",,,https://codeforces.com/contest/1475/problem/F,"Jan 25, 2021 12:26 PM","Feb 22, 2021 9:57 PM",,,../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md
Binary Tree Cameras - LeetCode,2000,microsoft,ok,1,"Jan 27, 2021",,,https://leetcode.com/problems/binary-tree-cameras/,"Jan 26, 2021 2:31 PM","Mar 01, 2021 8:46 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
Text Justification - LeetCode,,,waiting,,,,,https://leetcode.com/problems/text-justification/,"Jan 26, 2021 3:36 PM","May 20, 2021 9:56 AM",,,
Minimum operations needed to make all frequencies equal,,microsoft,waiting,1,,,,,"Jan 27, 2021 9:23 AM","May 20, 2021 9:56 AM",,,
Minimum operations to make frequency of all characters equal K - GeeksforGeeks,1500,unverified,ok,,"Jan 27, 2021",,,https://www.geeksforgeeks.org/minimum-operations-to-make-frequency-of-all-characters-equal-k/,"Jan 27, 2021 9:26 AM","May 11, 2021 8:58 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md"
Minimum Deletions to Make Character Frequencies Unique - LeetCode,1600,,ok,2,"Jan 27, 2021",,,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/,"Jan 27, 2021 3:41 PM","Mar 01, 2021 3:43 PM",,,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
Partition given string in such manner that i'th substring is sum of (i-1)'th and (i-2)'th substring - GeeksforGeeks,,amazon,waiting,,,,,https://www.geeksforgeeks.org/partition-given-string-manner-ith-substring-sum-1th-2th-substring/,"Jan 27, 2021 7:08 PM","May 20, 2021 9:56 AM",,,
Lowest Common Ancestor of a General Tree,1600,,waiting,,,https://www.notion.so/Lowest-Common-Ancestor-of-a-Binary-Tree-5d7476a0b21a4386a34eb47814473f49,,,"Jan 27, 2021 7:23 PM","May 20, 2021 9:55 AM",,,
Building Boxes,2000,,waiting,,,,,https://leetcode.com/problems/building-boxes/,"Jan 27, 2021 8:01 PM","May 20, 2021 9:55 AM",,,
B. Nezzar and Lucky Number,,,waiting,,,,,https://codeforces.com/contest/1478/problem/B#,"Jan 27, 2021 11:07 PM","May 20, 2021 9:56 AM",,,
C. Nezzar and Symmetric Array,1500,,done,,"Jan 28, 2021",,,https://codeforces.com/contest/1478/problem/C#,"Jan 27, 2021 11:12 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Count Ways to Make Array With Product - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/count-ways-to-make-array-with-product/,"Jan 30, 2021 7:47 AM","May 23, 2021 8:53 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
Palindrome Partitioning IV - LeetCode,1600,,done,,"Jan 30, 2021",,,https://leetcode.com/problems/palindrome-partitioning-iv/,"Jan 30, 2021 10:31 AM","Mar 01, 2021 8:46 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
Fenwick Tree,1800,,waiting,,,,,,"Jan 31, 2021 2:15 PM","May 20, 2021 9:55 AM",,,
Partition Equal Subset Sum - LeetCode,1500,,ok,,"Jan 31, 2021",,,https://leetcode.com/problems/partition-equal-subset-sum/,"Jan 31, 2021 2:43 PM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Partition to K Equal Sum Subsets - LeetCode,1600,,ok,1,"Feb 02, 2021",,,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,"Jan 31, 2021 2:43 PM","Mar 07, 2021 9:23 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md"
KMP Algorithm,1600,,ok,2,"Feb 25, 2021",,,,"Jan 31, 2021 3:56 PM","Feb 25, 2021 8:14 AM",,,../String%2031fee88325084b2db1f8d82cce81360c.md
Topological Sort,,,waiting,,,,,,"Jan 31, 2021 11:46 PM","May 20, 2021 9:56 AM",,,
Counting Bits - LeetCode,1500,,done,1,"Feb 01, 2021",,,https://leetcode.com/problems/counting-bits/,"Feb 01, 2021 8:18 AM","May 11, 2021 9:12 AM",,,"../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md, ../Bits%20e38c7329b88e4b65ac64bfc4a9ffc7ed.md"
Queue Reconstruction by Height - LeetCode,1600,,ok,2,"Feb 01, 2021",,,https://leetcode.com/problems/queue-reconstruction-by-height/,"Feb 01, 2021 8:33 AM","Mar 01, 2021 3:42 PM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Count of Smaller Numbers After Self - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,"Feb 01, 2021 9:20 AM","May 23, 2021 8:53 AM",,,
Alphonso Questions,,,waiting,,,,,,"Feb 01, 2021 11:18 PM","May 20, 2021 9:56 AM",,,
D - Staircase Sequences,1500,,done,1,"Feb 02, 2021",,,https://atcoder.jp/contests/abc190/tasks/abc190_d,"Feb 01, 2021 11:44 PM","Feb 02, 2021 8:16 AM",,,
Permutations - LeetCode,1500,,done,1,"Feb 04, 2021",,https://www.notion.so/Print-Derangements-c51172033f2f4ba0a8b51955274eebc4,https://leetcode.com/problems/permutations/,"Feb 02, 2021 9:13 AM","Mar 07, 2021 9:23 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md"
"One step back two step forward: reach end of array ",1700,"goldman sachs, new",ok,1,"Feb 03, 2021",,,https://leetcode.com/discuss/interview-question/821780/goldman-sachs-array-dp-problem-oa-august-2020,"Feb 03, 2021 7:57 AM","Apr 06, 2021 9:02 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../State%20DP%20d47501a89a2d4c8b8b9733df5038d6e8.md"
Poisonous Plants | Hackerrank,1900,,waiting,1,,,,https://www.hackerrank.com/challenges/poisonous-plants/problem,"Feb 03, 2021 8:29 AM","May 23, 2021 8:53 AM",,,
Binary tree Morris Traversal,1800,,ok,1,"Feb 03, 2021",,,,"Feb 03, 2021 9:03 AM","May 11, 2021 9:11 AM",,,../Binary%20Tree%202b7ef3f8a3684c2c8790ae61ff7ddaea.md
Bus Routes - LeetCode,2000,goldman sachs,waiting,,,,,https://leetcode.com/problems/bus-routes/,"Feb 03, 2021 4:49 PM","May 23, 2021 8:53 AM",,,
Reverse Linked List II - LeetCode,1500,,waiting,,,,,https://leetcode.com/problems/reverse-linked-list-ii/,"Feb 04, 2021 7:51 AM","Feb 24, 2021 9:12 AM",,,../Linked%20List%20fed40f1dbcfc43d9913de240bdc06f68.md
H-Index - LeetCode,1500,,done,,"Feb 05, 2021",https://www.notion.so/H-Index-II-LeetCode-438da1823db64e88a563fd1d08875b18,,https://leetcode.com/problems/h-index/,"Feb 04, 2021 8:45 PM","Feb 05, 2021 7:50 AM",,,
H-Index II - LeetCode,1500,,done,1,"Feb 05, 2021",,https://www.notion.so/H-Index-LeetCode-71af86df9a514c50bbca1c20f1721fa2,https://leetcode.com/problems/h-index-ii/,"Feb 04, 2021 8:46 PM","Mar 31, 2021 8:59 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
4 digit puzzle,,,waiting,,,,,,"Feb 04, 2021 8:47 PM","May 20, 2021 9:55 AM",,,
Puzzle: Transferring the tourists - GeeksforGeeks,1000,,ok,,"Feb 07, 2021",,,https://www.geeksforgeeks.org/puzzle-transferring-the-tourists/,"Feb 04, 2021 9:41 PM","Feb 07, 2021 8:19 AM",,,
Minimum Length of String After Deleting Similar Ends - LeetCode,1500,,done,,"Feb 08, 2021",,,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/,"Feb 08, 2021 8:13 AM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../String%2031fee88325084b2db1f8d82cce81360c.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Maximum Number of Events That Can Be Attended - LeetCode,1600,,ok,1,"Feb 08, 2021",,,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/,"Feb 08, 2021 8:17 AM","Mar 04, 2021 8:11 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md"
Maximum Number of Events That Can Be Attended II - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/,"Feb 08, 2021 8:23 AM","May 20, 2021 9:55 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
QuickSort - GeeksforGeeks,1600,,done,1,"Feb 12, 2021",,,https://www.geeksforgeeks.org/quick-sort/,"Feb 08, 2021 8:42 AM","Feb 26, 2021 8:30 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Partition%20bca5c9012e0e421198bcc258e96c6797.md"
Subsets - LeetCode,1500,,ok,1,"Feb 08, 2021",,https://www.notion.so/Subsets-II-Leetcode-01c9817f7f834aceb03c3db41a722a2a,https://leetcode.com/problems/subsets/,"Feb 08, 2021 1:30 PM","Apr 06, 2021 9:02 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md, ../Recursion%20cc19c59122e4470f90cfd5d1fcb17409.md"
Subsets II - Leetcode,1500,,waiting,,,https://www.notion.so/Subsets-LeetCode-d36cff854e0c4b7c8313352e2c614392,,https://leetcode.com/problems/subsets-ii/,"Feb 08, 2021 1:37 PM","Feb 18, 2021 7:45 AM",,,
Kth Smallest Element in a BST - LeetCode,1200,,done,1,"Feb 09, 2021",,https://www.notion.so/BST-getting-the-kth-smallest-element-c4eab2aacf694a73a4a3ed60e2ddb104,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,"Feb 09, 2021 7:59 AM","May 11, 2021 9:11 AM",,,../Binary%20Tree%202b7ef3f8a3684c2c8790ae61ff7ddaea.md
Game of Life - Leetcode,1500,,done,1,"Feb 09, 2021",,,https://leetcode.com/problems/game-of-life/,"Feb 09, 2021 8:24 AM","Feb 22, 2021 9:57 PM",,,../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md
Rotate Array - LeetCode,1500,,ok,,"Feb 09, 2021",,,https://leetcode.com/problems/rotate-array/,"Feb 09, 2021 8:54 AM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
moving average in sql,1500,,waiting,,,,,,"Feb 09, 2021 5:15 PM","May 20, 2021 9:56 AM",,,
Array Nesting - LeetCode,1500,,done,,"Feb 10, 2021",,,https://leetcode.com/problems/array-nesting/,"Feb 09, 2021 8:17 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Longest Subarray with Ones after Replacement (hard),1600,,done,,"Feb 10, 2021",https://www.notion.so/Longest-Substring-with-Same-Letters-after-Replacement-0094a2a5bc664ac98da0d5d185b52937,,https://www.educative.io/courses/grokking-the-coding-interview/B6VypRxPolJ,"Feb 10, 2021 8:22 AM","May 11, 2021 9:00 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md"
Longest Consecutive Sequence - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/longest-consecutive-sequence/,"Feb 10, 2021 8:48 AM","May 23, 2021 8:53 AM",,,
Binary Tree Maximum Path Sum - LeetCode,1800,,done,,"Feb 10, 2021",,https://www.notion.so/Longest-Univalue-Path-LeetCode-65cafe19478b4f4ca3830cdb472f422b,https://leetcode.com/problems/binary-tree-maximum-path-sum/,"Feb 10, 2021 9:06 AM","May 11, 2021 9:11 AM",,,../Binary%20Tree%202b7ef3f8a3684c2c8790ae61ff7ddaea.md
Time Needed to Inform All Employees - LeetCode,1500,,done,,"Feb 11, 2021",,,https://leetcode.com/problems/time-needed-to-inform-all-employees/,"Feb 10, 2021 9:09 AM","Mar 01, 2021 8:43 AM",,,../DFS%20ba39c3dceb894d178f88767d81fa001a.md
Longest Univalue Path - LeetCode,1500,,done,,"Feb 10, 2021",https://www.notion.so/Binary-Tree-Maximum-Path-Sum-LeetCode-28ebeed1237b40b4a956425aa1a7f1dc,,https://leetcode.com/problems/longest-univalue-path/,"Feb 10, 2021 9:13 AM","May 11, 2021 9:11 AM",,,../Binary%20Tree%202b7ef3f8a3684c2c8790ae61ff7ddaea.md
Expected number of throws to get 55,1500,,done,,"Feb 11, 2021",,,,"Feb 10, 2021 11:47 AM","Mar 01, 2021 8:58 AM",,,../State%20DP%20d47501a89a2d4c8b8b9733df5038d6e8.md
Expected number of throws to get 56,1500,,done,,"Feb 11, 2021",,,,"Feb 10, 2021 12:12 PM","Mar 01, 2021 8:58 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../State%20DP%20d47501a89a2d4c8b8b9733df5038d6e8.md"
Expected number of throws to get k consecutive 5's,1500,,ok,,"Feb 11, 2021",,,,"Feb 10, 2021 12:12 PM","Feb 11, 2021 7:58 AM",,,
Two archers,,,done,,"Feb 11, 2021",,,,"Feb 10, 2021 12:32 PM","Feb 11, 2021 8:10 AM",,,
Expected value of shorter segment,1500,goldman sachs,ok,,"Feb 10, 2021",,,,"Feb 10, 2021 12:36 PM","Feb 10, 2021 1:15 PM",,,
What is the probability of forming triangle?,1500,,ok,1,"Feb 10, 2021",,,,"Feb 10, 2021 12:45 PM","Feb 10, 2021 4:37 PM",,,
Expected steps to reach opposite corner,1600,goldman sachs,done,2,"Feb 10, 2021",,,,"Feb 10, 2021 12:48 PM","Apr 06, 2021 9:01 AM",,,../State%20DP%20d47501a89a2d4c8b8b9733df5038d6e8.md
Expected value of wrong papers,1800,goldman sachs,waiting,,"Feb 10, 2021",,,,"Feb 10, 2021 12:59 PM","May 23, 2021 8:53 AM",,,
Probability that the second best is the runner up,1200,,done,,"Feb 10, 2021",,,,"Feb 10, 2021 1:04 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Random game,,,waiting,,,,,,"Feb 10, 2021 2:56 PM","May 23, 2021 8:53 AM",,,
Number of ways to form n-bit string,1500,,done,,"Feb 10, 2021",,,,"Feb 10, 2021 4:36 PM","May 11, 2021 9:01 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Linear%20DP%2040f64e6224704d17972aa352dc735edb.md"
Number of ways to pick first or last,1500,own,done,,"Feb 28, 2021",,,,"Feb 10, 2021 11:53 PM","Feb 28, 2021 8:37 AM",,,../Backtracking%2090d58a7ffa85438e86ce346981bf35b5.md
Sliding Window Maximum - Leetcode,2000,"new, standard",done,1,"Feb 11, 2021",,,https://leetcode.com/problems/sliding-window-maximum/,"Feb 11, 2021 8:41 AM","May 11, 2021 9:00 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md"
Word Break II - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/word-break-ii/,"Feb 11, 2021 10:20 AM","May 23, 2021 8:53 AM",,,
Find First and Last Position of Element in Sorted Array - LeetCode,1500,,ok,,"Feb 12, 2021",,,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,"Feb 12, 2021 7:34 AM","Mar 31, 2021 8:59 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
Kth Largest Element in an Array - LeetCode,1700,,done,2,"Feb 26, 2021",,,https://leetcode.com/problems/kth-largest-element-in-an-array/,"Feb 12, 2021 7:37 AM","Feb 26, 2021 8:45 AM",,,../Partition%20bca5c9012e0e421198bcc258e96c6797.md
Wiggle Sort II - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/wiggle-sort-ii/,"Feb 12, 2021 7:42 AM","May 23, 2021 8:53 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Inplace%2056639a79fe9b43679b7b82f728770acd.md"
Median of an unsorted array using Quick Select Algorithm - Geeksforgeeks,2000,,waiting,,,,,"https://www.geeksforgeeks.org/median-of-an-unsorted-array-in-liner-time-on/#:~:text=Median%20of%20a%20sorted%20array,elements%20when%20n%20is%20even.&text=Naive%20Approach%3A,arr%5Bn%2F2%5D.","Feb 12, 2021 7:57 AM","May 23, 2021 8:53 AM",,,
Surrounded Regions - LeetCode,1500,,done,,"Feb 12, 2021",,,https://leetcode.com/problems/surrounded-regions/,"Feb 12, 2021 8:10 AM","Mar 01, 2021 8:43 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../DFS%20ba39c3dceb894d178f88767d81fa001a.md"
Bipartite Graph | binarysearch,1500,,done,,"Feb 12, 2021",,,https://binarysearch.com/problems/Bipartite-Graph,"Feb 12, 2021 9:15 AM","Feb 12, 2021 9:31 AM",,,
Print all the cycles in an undirected graph - GeeksforGeeks,1700,,waiting,,,,,https://www.geeksforgeeks.org/print-all-the-cycles-in-an-undirected-graph/,"Feb 12, 2021 9:17 AM","May 20, 2021 9:55 AM",,,
Huffman Coding | Greedy Algo-3 - GeeksforGeeks,1700,,waiting,,,,,https://www.geeksforgeeks.org/huffman-coding-greedy-algo-3/,"Feb 12, 2021 3:14 PM","May 20, 2021 9:55 AM",,,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
Playlist Queue,1700,new,waiting,,,,,https://binarysearch.com/contest/Weekly-Contest-45-uh7iCtQnRP?questionsetIndex=2,"Feb 12, 2021 10:12 PM","May 23, 2021 8:53 AM",,,
Next Permutation From Pool | binarysearch,2000,hard,waiting,2,,,,https://binarysearch.com/problems/Next-Permutation-From-Pool,"Feb 12, 2021 10:29 PM","May 23, 2021 8:53 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md"
Minimum Limit of Balls in a Bag - LeetCode,1650,,done,,"Feb 13, 2021",,,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/,"Feb 13, 2021 11:05 AM","Apr 01, 2021 7:00 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
Minimum Degree of a Connected Trio in a Graph - LeetCode,1600,,done,,"Feb 13, 2021",,,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph/,"Feb 13, 2021 11:12 AM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Print all the cycles in an undirected graph - GeeksforGeeks,1800,,waiting,,,,,https://www.geeksforgeeks.org/print-all-the-cycles-in-an-undirected-graph/,"Feb 14, 2021 9:15 AM","May 20, 2021 9:55 AM",,,
Sum of Subarray Minimums - Leetcode,1600,like,ok,,"Feb 14, 2021",,,https://leetcode.com/problems/sum-of-subarray-minimums/,"Feb 14, 2021 10:54 AM","May 11, 2021 8:58 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Stack%2067154e5bf7324feab7a8a732f028898b.md"
Subarray Sums Divisible by K - Leetcode,1500,like,done,1,"Feb 15, 2021",,,https://leetcode.com/problems/subarray-sums-divisible-by-k/,"Feb 14, 2021 11:35 AM","May 11, 2021 8:58 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md"
Reverse Substrings Between Each Pair of Parentheses - Leetcode,1600,like,waiting,1,,,,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/,"Feb 14, 2021 4:52 PM","Feb 24, 2021 9:11 AM",,,../Stack%2067154e5bf7324feab7a8a732f028898b.md
Construct Target Array With Multiple Sums - LeetCode,2000,like,done,1,"Feb 15, 2021",,,https://leetcode.com/problems/construct-target-array-with-multiple-sums/,"Feb 14, 2021 4:53 PM","May 11, 2021 9:09 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Simulation%20fdb95da9832b433d97b5f169424cf147.md"
Make Sum Divisible by P - LeetCode,1500,like,done,1,"Feb 15, 2021",,,https://leetcode.com/problems/make-sum-divisible-by-p/,"Feb 15, 2021 9:25 AM","Feb 22, 2021 9:27 PM",,,../Subarray%20ef1d425ad64945bf849cd2e45d4ee4aa.md
Oracle Interview questions,,technical interview,waiting,,"Feb 15, 2021",,,,"Feb 15, 2021 1:09 PM","May 20, 2021 9:55 AM",,,
Monotone Increasing Digits - LeetCode,1500,,done,1,"Feb 16, 2021",,,https://leetcode.com/problems/monotone-increasing-digits/,"Feb 16, 2021 8:35 AM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Remove K Digits - LeetCode,1700,"like, new",waiting,1,,,https://www.notion.so/Find-the-Most-Competitive-Subsequence-Leetcode-61f1994174a84126854d541b91b58202,https://leetcode.com/problems/remove-k-digits/,"Feb 16, 2021 8:37 AM","May 23, 2021 8:53 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Stack%2067154e5bf7324feab7a8a732f028898b.md"
Create Maximum Number - Leetcode,2000,,waiting,,,,,https://leetcode.com/problems/create-maximum-number/,"Feb 16, 2021 8:43 AM","May 23, 2021 8:53 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
Maximum Swap - Leetcode,1500,,done,1,"Feb 16, 2021",,,https://leetcode.com/problems/maximum-swap/,"Feb 16, 2021 8:51 AM","Apr 08, 2021 8:12 AM",,,"../Cumulative%2073b8950eb0ab42228e72265c36aec690.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md"
Find the Most Competitive Subsequence - Leetcode,1500,,done,1,"Feb 16, 2021",https://www.notion.so/Remove-K-Digits-LeetCode-d9636684c1a749f08543542303c03063,,https://leetcode.com/problems/find-the-most-competitive-subsequence/,"Feb 16, 2021 8:52 AM","May 11, 2021 8:58 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md, ../Stack%2067154e5bf7324feab7a8a732f028898b.md"
Minimum Swaps to Arrange a Binary Grid - Leetcode,1600,,waiting,1,,,,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/,"Feb 16, 2021 8:53 AM","May 20, 2021 9:56 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Adjacent%20Swaps%2009c8b345d0d84d5f947eb2b9e8022519.md"
